latitude,longitude,state_region,elevation_m,slope_deg,aspect_deg,curvature,rainfall_mm,soil_moisture,temperature_c,humidity_pct,land_cover,historical_landslide_count,days_since_previous_event,landslide,risk_category_prototype
34.598197,76.579033,Jammu and Kashmir,626.2,31.72,215.91,0.3173,164.29,0.4984,18.38,50.66,Grassland,9,2321,0,MODERATE
26.022699,97.244478,Arunachal Pradesh,1105.9,12.92,295.28,0.2214,20.25,0.5863,23.03,68.76,Shrubland,3,1850,0,NO_RISK
11.465812,75.006475,Kerala,1280.99,39.24,248.61,-0.3037,245.7,0.4451,24.24,66.31,Grassland,8,1554,1,CRITICAL
27.766809,88.616731,Sikkim,5200.0,12.34,101.41,-0.077,245.23,0.5439,-4.02,62.19,Built-up,6,2611,1,CRITICAL
25.424108,91.442,Meghalaya,3002.72,20.74,107.48,-0.1505,158.16,0.2937,7.85,48.93,Forest,5,1119,0,MODERATE
30.443805,77.874128,Uttarakhand,1355.05,40.33,34.7,0.0275,142.59,0.7024,24.06,58.33,Forest,6,1956,0,CRITICAL
12.894925,79.381622,Tamil Nadu,1955.38,23.68,284.48,-0.0687,115.66,0.6062,16.09,74.57,Barren,2,3828,1,CRITICAL
27.777622,88.572948,Sikkim,1427.32,41.66,197.41,0.1958,215.09,0.3935,23.22,70.87,Forest,2,2122,0,HIGH
27.871925,88.108959,Sikkim,1391.89,11.72,298.04,0.2527,74.44,0.4993,21.32,50.13,Grassland,1,1176,0,MODERATE
26.226015,87.022249,West Bengal,140.49,12.12,148.37,0.1353,193.26,0.6969,26.65,66.29,Built-up,9,3785,0,MODERATE
25.014201,90.673885,Meghalaya,1925.41,4.47,173.36,-0.1501,125.59,0.8898,17.77,55.54,Forest,5,3351,0,MODERATE
27.445285,97.314411,Arunachal Pradesh,1347.48,15.28,250.39,-0.2396,89.19,0.154,19.66,52.04,Barren,5,3160,0,LOW
26.364733,96.546743,Arunachal Pradesh,860.43,23.67,126.16,-0.2748,96.02,0.4176,21.11,66.73,Cropland,4,632,1,MODERATE
26.648774,93.939681,Arunachal Pradesh,1935.66,11.25,43.1,-0.2259,92.32,0.6378,18.33,88.4,Shrubland,2,2958,1,MODERATE
33.73479,75.112376,Jammu and Kashmir,3055.31,54.39,206.64,-0.1758,226.73,0.6104,15.42,64.69,Cropland,10,240,1,CRITICAL
11.022298,76.595236,Kerala,1650.08,16.43,157.0,0.5278,106.62,0.4411,21.38,71.99,Barren,5,433,1,MODERATE
33.24334,75.580448,Jammu and Kashmir,1622.82,16.97,67.07,0.0952,104.23,0.2522,23.89,52.35,Grassland,8,3225,0,NO_RISK
33.728559,74.31003,Jammu and Kashmir,789.92,8.98,262.24,0.1321,155.47,0.5282,20.0,70.55,Cropland,3,2195,1,MODERATE
20.091668,73.515918,Maharashtra,365.78,24.47,66.72,0.1166,104.26,0.8041,25.92,58.16,Built-up,5,80,1,HIGH
10.340941,77.779638,Tamil Nadu,1155.78,39.12,30.07,-0.0308,132.19,0.2585,23.28,66.79,Forest,9,2207,0,HIGH
30.962519,80.632723,Uttarakhand,755.77,9.55,358.56,-0.1129,180.87,0.5026,26.4,58.62,Forest,5,3733,0,MODERATE
32.771568,75.349339,Jammu and Kashmir,452.95,7.47,78.79,0.4323,308.58,0.3044,27.36,70.44,Barren,6,1936,0,LOW
25.14375,87.598034,West Bengal,2306.02,8.47,236.04,-0.0086,17.48,0.8272,25.27,44.93,Forest,3,3473,1,CRITICAL
17.791346,78.740575,Maharashtra,1509.66,17.36,321.06,0.076,131.94,0.8086,19.27,72.7,Cropland,4,2963,0,HIGH
27.896285,88.868158,Sikkim,1234.46,6.82,109.21,-0.1748,39.22,0.7325,14.88,65.63,Shrubland,2,653,0,MODERATE
30.278183,78.898874,Uttarakhand,1113.5,4.13,116.77,0.3782,15.56,0.149,21.04,56.0,Forest,0,-1,1,NO_RISK
13.548435,78.217656,Tamil Nadu,1544.82,10.88,167.09,0.0535,86.91,0.3878,13.06,61.47,Forest,7,2616,0,LOW
25.696208,90.889215,Meghalaya,1464.25,3.73,206.17,-0.1911,111.56,0.5601,17.91,57.8,Forest,5,1614,0,LOW
29.66171,78.339125,Uttarakhand,274.62,15.23,352.66,0.232,63.04,0.715,22.67,61.77,Cropland,1,641,0,LOW
16.188674,78.549416,Maharashtra,1759.01,16.76,357.2,-0.1498,250.01,0.6833,21.88,65.22,Forest,7,1613,1,HIGH
32.466985,78.65399,Himachal Pradesh,1248.63,16.49,19.55,0.2493,76.43,0.5779,23.83,65.34,Grassland,2,1292,1,MODERATE
25.53292,91.626515,Meghalaya,1237.7,3.12,349.65,0.1326,51.08,0.7331,17.06,51.65,Forest,6,597,1,MODERATE
20.793897,77.9482,Maharashtra,2835.78,6.28,266.87,0.0047,55.62,0.8427,11.04,46.8,Forest,1,587,1,HIGH
17.491427,73.819994,Maharashtra,1293.18,36.26,284.11,-0.1408,36.88,0.1949,22.39,61.82,Grassland,3,1960,0,LOW
25.250336,92.383066,Meghalaya,1743.68,26.6,206.6,0.2876,169.72,0.8955,13.24,56.99,Forest,9,437,1,HIGH
25.942381,91.107521,Meghalaya,1457.64,13.93,240.21,0.0373,136.51,0.6149,14.45,49.14,Shrubland,5,3320,0,LOW
8.506145,78.45041,Tamil Nadu,599.67,13.96,94.93,-0.1897,83.09,0.2115,19.76,49.02,Barren,4,1795,1,LOW
27.404122,88.456547,Sikkim,715.05,20.38,330.48,-0.1638,207.23,0.4444,22.49,77.49,Grassland,6,949,0,MODERATE
33.015103,76.706346,Himachal Pradesh,1630.09,19.53,11.24,0.04,100.98,0.2238,20.79,47.77,Barren,7,3686,1,HIGH
31.488441,78.535109,Uttarakhand,1202.15,48.03,82.7,0.1031,179.52,0.5229,15.24,75.67,Built-up,9,3249,1,CRITICAL
16.069771,76.969437,Karnataka,1529.37,31.57,80.16,0.1192,34.77,0.8437,16.81,66.77,Forest,3,3470,0,CRITICAL
25.17975,87.094803,West Bengal,1610.0,5.32,329.89,0.2269,66.47,0.5706,20.18,60.33,Cropland,3,2498,1,LOW
32.409229,78.057065,Himachal Pradesh,1381.06,10.98,170.11,-0.2559,36.29,0.658,13.84,61.72,Forest,3,957,1,MODERATE
29.426867,79.67458,Uttarakhand,412.76,4.47,248.28,-0.24,186.13,0.1708,24.17,65.0,Forest,3,1487,0,NO_RISK
31.278703,75.716135,Himachal Pradesh,1607.54,18.51,50.12,-0.0367,68.04,0.8794,19.19,54.57,Built-up,5,141,1,HIGH
16.946274,75.020912,Karnataka,3124.31,13.75,185.29,-0.4316,65.14,0.6253,10.81,65.04,Forest,3,1294,1,LOW
26.809087,89.86249,West Bengal,1277.76,10.11,300.03,0.0809,16.98,0.1384,20.76,40.82,Forest,1,3938,0,LOW
30.859769,78.731551,Himachal Pradesh,86.82,10.4,218.58,-0.1286,42.29,0.7553,27.54,48.28,Forest,5,1274,1,MODERATE
28.01983,88.481846,Sikkim,1485.69,8.97,55.52,0.0124,86.57,0.639,15.87,61.75,Cropland,1,177,0,LOW
9.252691,76.717454,Kerala,1949.78,5.9,349.44,-0.0541,200.19,0.1658,13.86,74.11,Forest,8,2894,1,LOW
12.345558,74.934527,Kerala,3639.44,7.49,31.4,-0.0548,300.28,0.2443,4.9,62.72,Grassland,14,2585,0,MODERATE
11.046944,77.886302,Tamil Nadu,1927.35,10.85,17.06,0.1664,86.52,0.3139,23.39,44.69,Forest,6,2707,1,LOW
31.552082,76.991326,Himachal Pradesh,537.49,8.13,46.47,-0.1471,16.74,0.6768,23.08,44.51,Shrubland,2,899,0,LOW
30.841334,76.207254,Himachal Pradesh,1463.92,42.51,12.26,-0.2493,24.18,0.3852,20.15,57.24,Barren,2,2551,1,HIGH
30.362418,78.936234,Himachal Pradesh,1045.96,15.68,97.7,-0.1081,182.36,0.4975,19.34,50.86,Cropland,5,3238,0,MODERATE
25.876726,91.918622,Meghalaya,735.21,20.79,53.94,-0.0665,7.75,0.7889,19.65,55.72,Forest,3,1384,1,HIGH
19.226543,79.926572,Maharashtra,364.57,7.62,114.1,0.269,154.32,0.4454,27.72,60.73,Forest,1,583,1,MODERATE
19.169863,80.057062,Maharashtra,1025.01,41.89,282.37,0.1571,68.49,0.828,29.06,66.59,Cropland,4,1075,1,HIGH
27.705376,88.615468,Sikkim,826.81,10.27,40.7,-0.4223,38.4,0.5934,19.43,69.68,Cropland,0,-1,0,LOW
16.139075,73.307313,Maharashtra,1084.87,2.97,281.15,0.229,168.11,0.8739,16.16,42.69,Cropland,5,2989,0,MODERATE
20.10541,79.459746,Maharashtra,2375.95,8.39,324.17,0.0108,25.61,0.3919,12.15,58.36,Cropland,2,240,0,LOW
28.168955,88.180937,Sikkim,677.92,3.03,56.08,0.1214,54.91,0.7325,26.92,49.37,Cropland,2,1773,0,HIGH
15.77053,78.20775,Karnataka,1590.96,19.14,82.17,0.0327,173.84,0.7952,21.98,62.34,Forest,4,3171,1,HIGH
25.815589,92.342042,Meghalaya,1187.14,7.91,223.18,0.1849,25.62,0.7559,16.93,59.46,Barren,4,2661,1,MODERATE
31.622241,78.122031,Himachal Pradesh,3393.83,13.96,254.13,0.0744,81.45,0.6997,6.62,44.48,Built-up,3,1659,1,CRITICAL
26.119228,90.797465,Meghalaya,395.41,22.81,313.62,-0.0281,225.29,0.3788,18.76,72.89,Forest,9,3687,0,MODERATE
16.216938,75.804698,Karnataka,903.57,13.92,334.34,-0.2963,212.82,0.284,27.82,56.01,Grassland,6,2306,0,LOW
19.777295,80.100446,Maharashtra,1151.11,1.12,333.23,-0.041,19.71,0.3142,16.95,49.66,Cropland,0,-1,0,NO_RISK
27.665351,88.534484,Sikkim,1975.72,30.67,256.28,0.0345,79.26,0.8539,19.56,65.79,Shrubland,4,3621,0,CRITICAL
13.309917,75.438266,Karnataka,635.43,16.25,108.75,0.1116,160.23,0.8688,25.08,56.11,Forest,4,3882,1,MODERATE
25.357602,91.154034,Meghalaya,1937.3,16.02,23.01,0.0957,105.23,0.854,11.15,70.51,Forest,5,3841,1,HIGH
26.1921,87.252886,West Bengal,1444.38,3.72,282.39,-0.2088,54.26,0.2983,19.63,53.11,Cropland,3,1853,1,NO_RISK
31.254841,78.297768,Himachal Pradesh,557.98,8.15,155.36,0.0888,273.42,0.4409,27.07,58.56,Forest,7,929,1,LOW
33.027367,77.046122,Jammu and Kashmir,1690.24,3.6,256.37,0.1392,34.76,0.6599,16.53,43.89,Forest,2,3628,0,LOW
10.699832,77.242209,Tamil Nadu,1423.76,5.73,264.32,-0.0387,131.46,0.9041,22.19,46.22,Shrubland,3,3624,0,LOW
27.232997,88.293373,Sikkim,1179.62,11.01,273.55,-0.0984,115.39,0.3127,15.04,68.0,Barren,6,2253,0,LOW
10.198269,75.814745,Kerala,1003.43,45.05,359.75,0.0664,128.75,0.5729,15.89,60.78,Cropland,8,3857,0,CRITICAL
12.409074,75.404827,Karnataka,606.93,22.22,304.23,-0.229,115.44,0.2039,20.77,57.6,Forest,3,2938,1,LOW
26.830543,87.541825,West Bengal,644.34,16.65,109.04,0.1426,217.61,0.6333,24.14,69.62,Forest,4,1565,0,MODERATE
27.082909,88.791935,Sikkim,1091.42,22.66,320.99,0.1726,191.6,0.621,21.52,82.83,Cropland,6,73,1,HIGH
34.46158,75.215478,Jammu and Kashmir,654.99,12.84,127.25,0.0787,107.46,0.2324,28.37,56.85,Forest,2,2037,0,LOW
27.825457,88.806341,Sikkim,1384.77,10.83,236.59,-0.0304,63.3,0.5621,16.02,50.43,Grassland,5,3099,0,MODERATE
27.076928,96.626401,Arunachal Pradesh,643.98,46.45,252.33,0.1155,113.41,0.3755,24.37,61.16,Barren,4,1583,0,HIGH
25.357822,91.947923,Meghalaya,608.5,8.11,5.74,0.2599,47.14,0.5834,21.87,73.43,Shrubland,5,964,0,LOW
11.126117,76.498037,Tamil Nadu,1057.74,14.98,26.57,0.0667,125.4,0.5765,14.96,60.72,Built-up,3,430,0,MODERATE
27.131327,87.118606,West Bengal,792.97,9.2,160.71,0.1537,130.63,0.7961,22.9,52.1,Barren,5,1855,0,MODERATE
19.515533,80.249174,Maharashtra,3571.05,2.74,25.12,-0.2066,56.63,0.502,5.49,56.89,Cropland,2,674,1,HIGH
12.998311,77.246864,Tamil Nadu,337.04,34.19,100.62,-0.1735,67.92,0.5188,29.34,81.85,Shrubland,5,3468,0,LOW
34.081343,75.145201,Jammu and Kashmir,188.2,9.05,250.33,0.1804,167.7,0.7643,24.35,45.36,Built-up,6,3386,1,MODERATE
13.337992,77.226613,Tamil Nadu,1500.76,7.89,359.26,0.0562,478.98,0.2946,18.96,74.73,Grassland,12,3269,0,MODERATE
8.753849,79.860782,Tamil Nadu,3706.51,4.91,240.85,-0.1675,117.11,0.2702,10.72,60.28,Forest,5,3335,0,MODERATE
34.144094,76.72354,Jammu and Kashmir,3914.05,5.25,201.3,0.1084,397.43,0.6154,-0.01,68.15,Shrubland,8,3309,0,MODERATE
34.99135,75.317709,Jammu and Kashmir,2577.99,22.93,144.57,-0.191,62.11,0.7936,12.55,54.58,Forest,4,1821,0,HIGH
18.80291,74.773339,Maharashtra,931.31,34.0,122.17,0.099,129.02,0.5079,25.56,57.21,Forest,4,2751,0,HIGH
31.400788,79.065926,Uttarakhand,3493.47,17.14,222.48,-0.2748,161.0,0.7299,7.68,70.48,Forest,3,3765,1,HIGH
29.285906,78.098838,Uttarakhand,975.75,8.62,167.27,0.2072,335.68,0.3887,22.23,66.01,Grassland,7,2219,0,LOW
16.622534,77.314773,Karnataka,1404.77,5.17,269.3,0.1493,133.96,0.5243,19.01,64.88,Forest,5,316,1,MODERATE
27.586639,95.651538,Arunachal Pradesh,806.69,16.25,292.59,0.0172,212.25,0.4625,18.95,45.45,Grassland,7,1895,1,HIGH
14.000203,74.612291,Karnataka,1117.72,30.45,229.14,-0.1293,62.72,0.617,21.99,63.07,Built-up,6,2980,1,HIGH
32.860224,76.591794,Jammu and Kashmir,710.58,19.39,62.11,-0.0454,122.47,0.1865,25.59,71.98,Built-up,5,2576,1,LOW
19.5105,79.697043,Maharashtra,1255.63,23.64,40.23,0.1611,157.35,0.5124,16.31,68.29,Cropland,5,806,0,MODERATE
18.368482,75.855339,Karnataka,1743.04,13.74,11.77,0.0156,84.31,0.5327,19.06,57.14,Built-up,3,310,1,LOW
26.842813,96.815561,Arunachal Pradesh,1623.48,6.32,339.14,-0.3827,93.48,0.9091,15.76,77.63,Built-up,3,421,0,LOW
25.910314,92.239879,Meghalaya,724.25,13.04,128.77,-0.204,34.7,0.3679,27.01,47.47,Forest,0,-1,0,LOW
34.007725,76.070822,Jammu and Kashmir,2322.01,2.85,31.91,0.2286,410.95,0.5441,16.41,64.82,Cropland,10,2645,0,LOW
15.138709,75.143752,Karnataka,108.25,33.01,197.47,-0.1094,254.16,0.0971,27.08,70.55,Grassland,11,664,0,MODERATE
27.675702,88.680871,Sikkim,2987.54,17.68,61.61,-0.3943,32.53,0.4226,14.08,58.94,Barren,1,2624,1,LOW
33.050102,75.027905,Jammu and Kashmir,1366.22,2.37,295.81,0.0116,287.0,0.3964,17.31,61.17,Forest,4,2268,0,LOW
25.858901,87.856248,West Bengal,512.73,13.82,64.26,-0.3521,166.71,0.5985,27.97,58.85,Cropland,7,3195,0,MODERATE
8.651518,80.197319,Tamil Nadu,2423.92,6.84,175.43,0.0254,103.52,0.7192,12.85,51.91,Shrubland,4,2218,1,MODERATE
25.443358,89.169573,West Bengal,388.1,3.86,66.81,-0.2305,33.44,0.1142,26.47,54.93,Forest,3,225,0,NO_RISK
9.383682,75.504714,Kerala,362.0,15.29,76.81,0.2072,90.26,0.6651,24.08,43.64,Forest,2,3014,1,MODERATE
30.150451,79.32134,Uttarakhand,442.53,4.26,274.78,-0.2287,182.84,0.4433,30.16,74.29,Forest,5,3544,1,LOW
29.334294,93.02797,Arunachal Pradesh,1118.06,14.02,271.22,-0.1267,351.37,0.825,20.15,72.09,Cropland,6,3885,1,CRITICAL
18.882499,76.245042,Maharashtra,1771.08,24.06,355.73,-0.0914,161.27,0.1635,19.29,38.1,Grassland,6,3201,1,MODERATE
12.240708,77.072348,Tamil Nadu,453.25,4.3,195.65,-0.0437,182.03,0.6822,24.61,54.8,Built-up,6,2427,1,MODERATE
30.576313,77.302806,Himachal Pradesh,1498.12,9.61,80.42,-0.0295,70.79,0.6539,15.27,57.7,Cropland,6,1788,0,MODERATE
32.827237,77.94085,Himachal Pradesh,396.36,18.97,296.25,0.0338,143.97,0.2959,30.38,52.91,Cropland,4,969,0,LOW
16.193014,74.156482,Maharashtra,2712.5,32.17,40.78,0.0036,207.19,0.8154,8.63,56.98,Barren,6,1732,1,CRITICAL
25.244788,90.795187,Meghalaya,1145.27,17.48,160.69,0.0389,226.77,0.2844,23.31,55.82,Shrubland,10,949,0,MODERATE
10.208907,77.538138,Tamil Nadu,934.92,5.83,252.92,-0.08,74.93,0.6053,28.84,49.23,Shrubland,3,3283,0,LOW
30.656545,76.588987,Himachal Pradesh,1363.73,34.47,195.62,-0.0286,323.11,0.4534,25.52,84.57,Grassland,8,2595,1,HIGH
29.217537,92.083079,Arunachal Pradesh,279.07,34.54,135.5,0.1233,60.13,0.9125,26.24,60.06,Barren,5,1832,1,CRITICAL
32.128155,77.36152,Himachal Pradesh,958.32,15.6,251.62,-0.2885,202.94,0.6554,26.15,42.09,Cropland,7,2232,0,HIGH
18.245169,74.837375,Maharashtra,3267.87,4.23,341.82,0.0937,282.98,0.6884,10.53,65.76,Built-up,8,83,1,CRITICAL
8.656833,78.50117,Tamil Nadu,2269.97,54.84,88.03,-0.0721,45.75,0.4924,17.32,54.78,Built-up,4,2688,1,CRITICAL
29.009374,79.887693,Uttarakhand,1123.23,16.3,47.68,-0.0541,116.25,0.7432,25.64,43.0,Shrubland,6,1351,1,LOW
26.869328,94.808498,Arunachal Pradesh,1099.08,22.35,327.36,0.0894,55.92,0.4454,26.16,67.78,Forest,5,3930,1,MODERATE
11.665423,80.331074,Tamil Nadu,510.2,1.76,83.05,0.1765,232.41,0.7627,25.69,65.11,Shrubland,7,628,1,LOW
31.951016,76.894075,Himachal Pradesh,715.59,14.97,261.02,0.1294,87.77,0.6096,25.71,26.49,Forest,5,2855,1,MODERATE
33.753413,75.23223,Jammu and Kashmir,1422.65,17.39,304.08,-0.1447,22.35,0.6925,21.36,61.89,Cropland,2,1018,0,LOW
9.067819,76.559666,Tamil Nadu,779.98,23.36,195.07,-0.1125,232.08,0.2395,31.32,72.77,Shrubland,3,751,0,HIGH
31.200399,78.981676,Uttarakhand,1569.91,22.71,10.69,0.1396,114.92,0.6389,11.98,61.08,Grassland,7,1182,1,HIGH
30.070256,79.758935,Uttarakhand,796.24,19.79,125.92,-0.0088,149.16,0.622,29.38,66.0,Forest,4,462,1,MODERATE
18.638914,78.922392,Maharashtra,272.85,9.54,84.82,0.1228,70.09,0.7751,22.11,30.65,Forest,4,2204,0,LOW
33.139073,77.045407,Himachal Pradesh,1056.52,8.96,351.01,0.1847,81.04,0.5971,20.37,50.01,Shrubland,8,2572,0,LOW
25.229571,87.18707,West Bengal,1569.31,9.24,327.51,0.1001,281.38,0.5564,21.93,71.2,Cropland,0,-1,0,LOW
31.036133,75.614568,Himachal Pradesh,543.92,42.06,60.82,0.0036,84.09,0.1848,26.31,75.01,Forest,5,3707,0,HIGH
25.961775,89.805645,West Bengal,952.46,2.69,308.0,0.052,65.95,0.7888,19.54,54.3,Built-up,2,2850,0,NO_RISK
27.570562,94.282268,Arunachal Pradesh,176.71,19.95,172.28,0.239,71.3,0.3837,20.65,73.9,Forest,4,3361,0,MODERATE
20.556465,78.141062,Maharashtra,286.32,19.24,87.64,-0.0766,148.63,0.4148,26.16,65.56,Grassland,3,2370,0,LOW
8.570718,80.153192,Tamil Nadu,993.5,1.83,287.06,-0.3036,120.59,0.563,15.0,49.99,Grassland,3,2225,0,LOW
25.381572,88.355505,West Bengal,1174.9,22.84,130.24,-0.3873,230.01,0.5027,23.45,94.67,Shrubland,4,2178,1,HIGH
20.276555,77.745523,Maharashtra,446.63,7.15,45.69,-0.012,44.35,0.5799,22.53,58.94,Shrubland,2,975,0,MODERATE
10.532903,75.676305,Kerala,2940.15,15.83,139.44,0.1916,281.27,0.7648,14.6,57.84,Grassland,7,1756,1,HIGH
35.270885,75.793887,Jammu and Kashmir,3023.59,12.21,350.45,0.0076,75.21,0.6258,14.1,73.75,Grassland,3,2448,1,HIGH
28.041697,88.152708,Sikkim,1090.46,13.92,119.28,0.1606,286.24,0.7711,19.63,65.24,Built-up,10,1711,1,HIGH
28.020679,88.424124,Sikkim,1381.27,18.74,255.76,0.1509,159.91,0.2075,16.56,48.42,Shrubland,10,1872,0,LOW
26.144008,92.174979,Meghalaya,1794.86,39.38,323.24,-0.1185,49.68,0.722,18.87,55.32,Shrubland,5,976,1,HIGH
12.318256,74.545699,Karnataka,2943.87,36.89,40.59,-0.1179,180.72,0.6743,12.0,56.06,Grassland,9,746,1,CRITICAL
9.879017,77.310796,Tamil Nadu,1882.36,41.06,317.54,0.0935,221.74,0.6524,10.94,45.15,Shrubland,12,3911,1,CRITICAL
28.125915,95.032859,Arunachal Pradesh,1154.14,19.66,48.0,-0.0992,62.02,0.8485,21.2,57.99,Grassland,5,1009,0,MODERATE
31.175144,80.057471,Uttarakhand,851.65,18.05,80.36,0.0235,288.58,0.2648,20.66,64.11,Forest,10,2189,0,HIGH
10.886453,75.47608,Kerala,1294.36,17.53,186.0,-0.0654,47.79,0.6275,22.97,49.14,Grassland,8,765,1,HIGH
10.288578,75.592916,Kerala,2388.71,27.95,328.19,0.1993,61.88,0.207,7.6,46.2,Forest,2,219,0,MODERATE
25.292664,92.128353,Meghalaya,876.68,11.36,78.55,0.1026,193.01,0.7809,14.34,64.41,Built-up,6,486,0,MODERATE
27.45432,88.866342,Sikkim,2021.99,39.95,277.73,0.3683,41.22,0.6775,11.55,69.38,Barren,3,1864,1,CRITICAL
8.869907,79.358473,Tamil Nadu,976.3,23.5,58.96,0.1801,203.94,0.7284,25.41,61.49,Shrubland,6,3822,1,HIGH
13.226099,79.574778,Tamil Nadu,1065.11,18.68,249.35,0.1479,156.28,0.3628,22.7,61.51,Barren,3,1240,0,LOW
15.410289,78.368638,Karnataka,684.28,13.85,212.28,-0.293,108.93,0.5444,30.72,61.11,Forest,2,2912,0,LOW
9.28627,75.576279,Kerala,1003.96,9.02,183.48,-0.488,160.11,0.2313,23.85,76.78,Barren,3,377,1,MODERATE
28.191849,88.325513,Sikkim,1113.25,21.22,53.83,-0.3727,43.45,0.2288,24.85,69.02,Cropland,3,936,0,LOW
25.197676,90.221026,Meghalaya,1037.8,8.47,8.15,0.026,80.56,0.3675,29.21,59.12,Shrubland,5,1928,0,LOW
30.982956,78.356886,Himachal Pradesh,256.39,15.62,150.77,0.0413,66.71,0.8676,26.48,58.48,Built-up,3,2427,1,LOW
28.018197,88.292112,Sikkim,121.31,10.96,188.83,0.0084,130.42,0.7549,27.27,56.62,Cropland,5,1402,0,MODERATE
25.511391,91.689082,Meghalaya,1588.67,9.93,223.97,-0.1597,372.65,0.6578,17.7,58.58,Cropland,11,3571,0,HIGH
25.034433,92.70507,Meghalaya,1253.36,14.51,227.84,-0.0244,63.89,0.6429,23.54,51.61,Forest,1,2755,1,HIGH
32.118878,76.34102,Himachal Pradesh,1481.63,25.37,314.01,0.1541,215.29,0.7285,19.33,90.68,Forest,4,920,0,HIGH
33.276209,75.038551,Jammu and Kashmir,2367.2,4.58,171.11,0.1056,74.13,0.2968,13.53,46.77,Forest,2,3362,1,LOW
27.085258,88.196689,Sikkim,1491.42,36.24,50.08,0.1813,205.55,0.4542,15.27,42.66,Forest,9,2647,0,HIGH
25.150763,88.519989,West Bengal,2036.39,25.88,22.97,-0.1182,234.52,0.8183,15.26,49.91,Shrubland,6,3310,1,CRITICAL
25.198939,87.660349,West Bengal,2110.82,10.71,198.06,0.1025,105.27,0.6636,11.7,72.43,Forest,2,1632,1,MODERATE
25.143783,87.277964,West Bengal,227.56,24.0,321.68,0.2064,182.15,0.5461,28.37,54.32,Cropland,2,2509,1,MODERATE
11.985852,78.5344,Tamil Nadu,1131.08,16.36,0.24,0.0342,38.74,0.6582,23.57,46.16,Cropland,3,445,1,MODERATE
18.293878,78.164622,Karnataka,2095.86,40.23,15.22,0.1443,184.28,0.8792,16.05,44.08,Built-up,4,2857,1,CRITICAL
8.889932,76.587839,Tamil Nadu,1132.74,6.51,130.14,-0.1225,25.58,0.2618,19.68,68.44,Forest,2,1913,0,NO_RISK
25.792712,90.634323,Meghalaya,958.7,22.15,270.41,0.1235,268.6,0.6758,24.49,70.34,Shrubland,4,2691,1,HIGH
27.405278,88.064803,Sikkim,1395.87,8.62,226.85,-0.3349,181.43,0.1538,18.42,64.26,Forest,5,3018,0,MODERATE
25.914801,91.17147,Meghalaya,1580.96,43.22,344.38,0.0704,73.88,0.1649,17.51,58.4,Forest,5,1164,1,HIGH
8.694962,76.017449,Kerala,2653.8,3.97,176.25,-0.2007,115.58,0.5547,9.11,50.74,Built-up,2,1534,0,HIGH
26.652342,96.739774,Arunachal Pradesh,2351.61,17.13,77.08,-0.0273,76.04,0.8507,5.22,70.87,Cropland,4,1413,0,MODERATE
26.775813,88.091303,West Bengal,1385.2,2.97,242.9,-0.1543,167.96,0.8814,20.91,58.58,Cropland,9,3733,0,LOW
31.009873,79.876907,Uttarakhand,2493.37,28.97,114.29,-0.0673,63.13,0.6926,15.02,58.11,Barren,4,279,1,HIGH
12.774723,77.282199,Kerala,1289.1,25.09,167.78,0.1991,241.46,0.4033,22.74,70.75,Forest,7,372,1,HIGH
18.161043,78.428376,Maharashtra,2928.32,7.27,77.12,-0.1895,14.59,0.5235,14.85,46.62,Forest,3,3514,0,LOW
26.914726,87.008997,West Bengal,2409.14,21.68,345.72,-0.1239,14.47,0.3353,13.49,53.26,Forest,3,2488,1,MODERATE
13.403041,78.655118,Tamil Nadu,572.33,22.71,141.88,0.239,118.16,0.8229,18.98,59.29,Forest,5,1262,0,MODERATE
34.68341,76.765975,Jammu and Kashmir,2008.48,18.3,334.48,0.1254,126.27,0.5972,19.9,48.1,Cropland,2,682,1,MODERATE
10.252019,77.342297,Tamil Nadu,1010.98,9.85,349.01,0.1212,96.35,0.3589,26.3,42.04,Shrubland,4,1091,1,LOW
29.232183,78.098479,Uttarakhand,1741.51,13.91,279.94,-0.239,55.05,0.6913,18.19,64.63,Built-up,1,3954,1,MODERATE
8.820175,76.8529,Tamil Nadu,1113.38,21.66,203.58,-0.0751,83.31,0.6668,23.39,58.68,Shrubland,4,623,1,HIGH
28.19912,96.515674,Arunachal Pradesh,1007.39,20.68,28.07,0.1498,185.37,0.696,26.33,70.86,Cropland,12,692,0,HIGH
25.432113,90.629996,Meghalaya,1423.67,24.4,74.55,-0.1143,137.5,0.5975,21.31,61.78,Forest,1,611,1,MODERATE
25.390432,91.898382,Meghalaya,193.99,14.66,346.98,-0.0701,48.06,0.4896,29.01,48.92,Forest,2,2981,0,MODERATE
27.471873,91.958917,Arunachal Pradesh,1707.94,14.48,25.38,-0.0069,255.73,0.2784,17.05,50.66,Built-up,8,3962,0,HIGH
11.57392,76.919673,Tamil Nadu,1003.42,31.28,136.06,0.4483,40.74,0.5854,19.73,41.16,Shrubland,2,3741,0,MODERATE
18.547771,79.484917,Maharashtra,1406.81,11.34,192.51,-0.0089,187.49,0.4056,14.59,70.24,Cropland,4,1961,1,LOW
33.064164,74.460351,Jammu and Kashmir,690.74,15.8,150.67,0.1636,106.95,0.2662,32.72,47.62,Barren,5,2754,0,NO_RISK
33.522919,76.337932,Jammu and Kashmir,464.96,41.96,245.96,-0.075,120.39,0.7992,29.84,59.03,Built-up,3,1239,1,CRITICAL
